__label__1	"b""Rosenstrasse is a touching story of courage in adversity. Reichdeutch women find that their Jewish Husbands have been locked up pending deportation. One an aristocrat disowned by her family, Lena Fischer, finds herself among the mob as does General Gudarian's sister. But rank and privilege merit no special consideration. <br /><br />Nor does service to the Reich as a female detainee whose husband is on the Ostfront will learn. In one of the most horrifying scenes of the movie, the guards take the wedding band given by her soldier husband. <br /><br />Lest you think this is typical German brutishness we in America today have Lady Bush imperiously ordering the arrest of Gold Star Mothers (mothers of US service-members killed in action) because their very presence is offencive. Little, regrettably, has changed in the 60 years from Der Fuher to Der Fumbler.<br /><br />Fortunately the eight year old daughter Ruth escapes capture.<br /><br />Waiting in the cold on Rosenstrasse Lena Fischer is at first reluctant to take in Ruth responding in a way that we take as typically German. Even Lena Fisher's brother Colonel Arthur von Eschenbach who is aware of and opposed to the Holocost cautions Lena against it. but Lena chooses to embrace the idea with an American rebelliousness even renaming Ruth, the more aryan sounding name Helga Lehmann.<br /><br />The siege ends favourably on Rosenstrasse but Lena mourns: What happened to Ruth after the war? Years later Ruth's daughter Hannah sets out in search of her mother's past and meets 90 year old Lena under the guise of writing a personal history of the war.<br /><br />I did deem it interesting that Hannah wanted so much to look up the family but never checked on the fate of her grandfather last known to have served on the Ostfront."""
__label__0	"b'Nell Shipman must have been paid a hefty sum of money to promote the Maxwell automobile\'s off-road capabilities. The plot of the movie is pretty simple, Nell plays a writer who has a bad case of writer\'s block, and needs inspiration, so she goes to visit Mexico to absorb the atmosphere. There she meets the hero (Bert Van Tuyle), a cowboy who chooses to drive a car rather than ride a horse. While Nell is visiting with her father\'s partner at his mining camp, a gang of local bandits kidnap her and bring her to their camp deep in the wilderness. The hero needs to get to her quickly, so he decides to drive there in his car. This is where the film takes a weird twist. Bert proceeds to drive over every terrain imaginable, huge rocks, small streams, heavy brush, scraggly tree stumps, steep inclines, etc etc, for the greater part of the film we get to see this car struggling to crawl over obstacles. Now mind you, this isn\'t a modern-day ATV, it\'s a 1920 Maxwell automobile, so it looks very out-of-place as an off-road vehicle. And it clearly has limitations for some of the terrain it encounters, we get to see it stuck more than once in this film. But the filmmakers made an effort to show it beating the odds and eventually passing all the obstacles. Once the hero gets to the hidden camp and rescues the girl, he jumps in the car with her and drives off with the bandits in hot pursuit (on horseback), and at this point it became hysterically funny to me. Watching this car slowly rolling over huge rocks, getting stuck in gravel and mountain brush, going forward and back to get momentum enough to pass over fallen tree limbs, the bandits should have had ample time to catch up. But they never do, even though we are to believe this wilderness chase goes on throughout the night. And in a silly climax, the car climbs a mountainside, and helps Nell and the hero push a huge boulder down the side to crush the pursuing bandits.<br /><br />After seeing this film you would think the army should invest in 1920 Maxwell automobiles because they clearly have better off-road capabilities than Hummers and Bradley tanks combined. Watch this film just for laughs, it\'s worth it just to see Nell cuddling up to the car grill and saying ""You did your best, brave little car""'"
__label__1	"b'One of the best parts of Sundance is seeing movies that you would otherwise almost certainly miss. Unless you\'re a real art-house devotee, you probably don\'t catch many documentaries. Only a handful get any recognizable distribution. Fortunately, Sundance has increased its commitment to documentaries in recent years.<br /><br />Shakespeare Behind Bars is a powerful documentary about a dramatic production group at the Luther Luckett Correctional Complex in LaGrange, Kentucky. Every year a group of inmates present a Shakespearean play. Director Hank Rogerson and his crew follow the troupe as roles are self-selected, interpreted, rehearsed and ultimately performed.<br /><br />The movie is filled with fascinating revelations for those of us that have not been exposed to prison environments. Despite the labels we know them by (convict, felon, murderer, etc.) we soon began to appreciate and respect these men as thinking feeling human beings. Serendipitously, the play chosen for the year of filming was The Tempest, with its penetrating focus on forgiveness and redemption. The actors all grapple with the relevance of the play to their lives, finding patterns and parallels with their characters and the meaning of the drama.<br /><br />For a documentary film, like a book, the best that can be hoped for is that we experience something that changes our lives. Shakespeare Behind Bars was a personal revelation for me. ""O brave new world, that has such creatures in it.""'"
__label__0	"b""Don't bother trying to watch this terrible mini series. It is a six hour bore, an unbelievable love triangle between three people who have absolutely no chemistry for each other. There is no heat in this story, no real passion, no real romance. It is a dry, boring, drawn out, and uninspired as they come. And it doesn't even meet the expected level of technical proficiency. Take those six hours of your life and use them for something more worthwhile."""
__label__1	"b""I am not a parent, neither am I a male. But I was able to identify with every character's heartaches and pains.<br /><br />This is a movie teenagers should watch. Maybe that way they will start appreciating the value of family again. I'm sorry for those that don't understand the value of love, family and friendship.<br /><br />It was very interesting to watch Patrick Duffy in a different role than that of Bobby Ewing. And it is great to see a 19 year old Ben Affleck giving his best in a moving and sincere performance. He showed at an early age, that he is capable of heartfelt drama. He should be offered more serious roles. Note Hollywoodland... his first serious role in years and he went out and won Best Actor at the Venice Festival in 2006.<br /><br />This movie can be appreciated by people of all ages. Maybe shouldn't be watched by children under 10 because they might get scared that the same may happen to their families, but I recommend it to the entire family.<br /><br />I bought this movie on DVD and have watched it with friends many times. Because it portrays the values that are important in life."""
__label__1	"b'This is mostly a story about the growing relationship between Jeff Webster(Jimmy Stewart) and Ronda Castle(Ruth Roman). She takes an instant liking to Jeff in a brief encounter on the deck of the steamer to Skagway, and a longer look when he hides in her cabin while authorities seek him on a charge of murder. They find out they have some things in common besides an animal attraction. Neither trusts a member of the opposite sex, apparently because both have been married to spouses who cheated on them. Gradually, they learn to trust each other, as they journey from Skagway to Dawson. But Ronda clearly has close dealings with corrupt sheriff Gannon and engages in some shady practices in her Castle saloon in Skagway. She eventually has to decide between Gannon and Jeff. Meanwhile, Rene, a young naive French woman also takes an immediate liking to Jeff, but only gets insulting brush offs in return. Yet, she sticks with him in his travels from Skagway to Dawson and his activities around Dawson. Along with Ronda, she nurses him back to health after Jeff is left for dead by Gannon\'s gunslingers at his gold claim. Walter Brennan, as Ben, serves as Jeff\'s long time sidekick. He doesn\'t have a meaty role, but serves to soften Jeff\'s hard edges. His demise symbolically opens the door for a woman companion replacement for Jeff.<br /><br />John McIntire(as Sheriff Gannon) makes probably the most charismatic evil town boss you will ever see on film, oozing charm and humor to go along with his bullying. Evidently, he sees something of himself in Jeff, repeatedly declaring that he\'s going to like him. He makes a believable incarnation of the infamous Soapy Smith, who spent his last years in Skagway, as one of the premier con men of his times.<br /><br />Jeff is the quintessential antihero, a loner(except for companion Ben), who doesn\'t want to stick his neck out for others, even when he knows he is the one right man for the job. In this respect, he closely resemble\'s Burt Lancaster\'s character in ""Vera Cruz"", for example. Thus, Jeff not only turns down the job of marshall of Dawson, he is convinced to leave Dawson after Gannon\'s gang move in with clear intentions of taking over everyone\'s insufficiently legal gold claims, while disposing of some miners and suggesting that the rest make a hurried exit from Dawson. Even Ronda suggests that she and Jeff make a hurried exit from Dawson while they are still alive. Then, Jeff has a sudden change of heart, apparently still nursing desire for revenge for the shooting of Ben and himself. He changes from anti-hero to hero in leading the expulsion of Gannon\'s gang from Dawson. In this respect, he differs from Lancaster\'s character, who never reforms(But is Jeff truly changed, or just handing out revenge for wrongs committed against his own interests?)<br /><br />The main problem I see with the plot is the 2 principle women. Clearly, Ronda is groomed as the right woman to tame Jeff. Although she is clearly characterized as a ""bad"" girl, Jeff has a checkered recent past himself, having shot at least 5 men in the US or Yukon, and having stolen his cattle back from Gannon. Ironically, soon after Jeff changes from anti-hero to hero, Rhonda makes a similar change in running into the street to warn Jeff of Gannon\'s impending ambush. She dies as a result and Jeff asks her why she didn\'t just look out for herself(his supposedly just abandoned creed!).<br /><br />It\'s clear that Corine Calvert, as Renee, just doesn\'t make a credible substitute for the dead Ronda, in Jeff\'s mind. Yet, the apparent implication of the parting scene is that they get together, even though Jeff never visibly gives her a kiss or hug. Her image as a good, if naive, young woman is somewhat compromised by her job in Rhonda\'s saloon of bumping miners weighting their gold dust, pushing the spilled dust on the floor and recovering it later. I\'m also very unclear about her relationship with Rube Morris, a middle aged miner who followers her around and works a claim with her.(He\'s not her father).<br /><br />Another problem is the amateurish handling of the gun fight between Jeff and Gannon\'s gang. If Gannon had any skill at all with a pistol, he should have killed or seriously wounded Jeff under that boardwalk, before Jeff did the same to him. And how did Jeff\'s badly shot up right hand suddenly become well enough to shoot a pistol with apparent ease? I also wonder what Jeff and friends did to help save the avalanche victims. They were much too far away to pull them out alive from under the snow. And why weren\'t most of Ronda\'s pack horses and mules also buried by the avalanche?<br /><br />You will see a host of probably nameless but familiar faces among the miners and Gannon\'s gang. The sequences shot in the Canadian Rockies provide a breathtaking backdrop to the action. All-in-all, a very entertaining western, with most of the major flaws concentrated at the end. No doubt, this film takes some great liberties with history and geography, especially, the part taking place in the Canadian Yukon, which was in fact much tamer than the US Skagway.'"
__label__1	"b'it\'s a weekend i\'ve been watched this funny film. and i really like it. all the kids are cute, who remind me of my own childhood with those stupid thinking. it\'s a real entertaining movie for a group of families at weekend night, which could make lots of memories and laughters. Kid\'s humor always work. nice acting as well. simple story but cool shooting. nice job for directer to find the kid\'s way. when it comes to the kid movie, i think of ""12 and holding"". another one this year but differed aspect to the kid\'s world, which is real and cruel. awesome work. H2EFW focuses on the happy side of childhood, which every kid and family need. p.s. Twitch, i think, is the voice of Nemo from ""Finding Nemo"".'"
__label__1	"b""This film tells the story of a romance between Albert Einstien niece and a gas station attendant. In order to get the two together, Einstien agrees to help Ed(Hudsucker Proxy's Tim Robbins) learn to act more intelligent. This impresses Catherine (Meg Ryan). Unfortunately Einstien goes too far and Ed is considered to be a genius. Hilarity ensues. Not to be missed. Filmed in Mercer county New Jersey at Princeton University, Lawrenceville Prep School (doubling for Princeton University) as well as a beautiful vintage gas station in Hopewell."""
__label__1	b'I liked this movie sort of reminded me of my marriage. It is very clean you can see it with family. Very nicely done. Songs are OK too. I think the writer director is great. The movie shows how marriages progress thru time. They have couples at different stages of life and relationships in their life the film beautifully depicts quite a few stages in parallel in the same story. Some of the dialogs are quite good. The movie depicts complex human emotion very nicely not with over dramatization. Also shows perfect is after all not so perfect. Shows very nicely the dynamics of arranged marriage when it is new. The movie is very well written and directed.'
__label__0	"b'Chesty gringo Telly Savalas (as Frank Cooper) is a US-Mexico ""Border Cop"". He serves as a father figure to young immigrant Danny De La Paz (as Benny Romero), who wants Mr. Savalas to be best man at his impending wedding. Savalas is tough, but boss Eddie Albert (as Commander Moffat) may be tougher. Tough is what you need to stop smuggler Michael V. Gazzo (as Chico Suarez). Alliances may be in flux.<br /><br />If you find the possibility of hearing ""Kojak"" and ""Oliver Douglas"" uttering expletives to be repulsive, you ought to steer clear of ""The Border"". If not, you may not have the stomach for the ""realistic"" cow slaughtering scene. Although it doesn\'t end up being worth much, Mr. De La Paz and Cecilia Camacho (as Leina) steal the show. <br /><br />** The Border (1979) Tony Richardson ~ Telly Savalas, Danny De La Paz, Eddie Albert'"
__label__0	"b'The main reason for writing this review is I found this ""revisioning"" of a great play and worthy 1972 film, a horrible movie experience. If I can save someone from watching it, I will have done a good thing.<br /><br />This ""new"" version is loaded with talent, and it all goes wrong. Kenneth Branagh OKs an ugly, sterile, one note set. He proceeds to film the movie from every arty, distracting, self-centered angle possible. We see reflections of the actors in stainless steel, on security monitors, shots of their heads from 200 ft above, close ups of eyes, chins, and on and on. The screenplay, by a Nobel Laureate, introduces long stretchs of unpleasant homosexual banter, that is being faked by both parties,.... I think?? Given the character ""twists"" how would I know? The characters themselves,so richly drawn in the original, are crass and unsympathetic. The running time has been cut by an hour, which is either the real problem or the kindest thing the Director did for us. The actors perform their lines effectively, but nothing they say or do is remotely believable. Jude Law is over the top more than Caine, but as the credited Producer, must have had Branagh\'s blessing.<br /><br />All in all I found this to be an ugly to look at, unconvincing shell of a former classic. Why was it even made??? The paying public spent less that $4M worldwide to see it! A vanity piece of work that fails at every turn.'"
__label__0	"b""I should put out an alert all over saying that the movie shouldn't be watched. It fails to a fitting tribute in such a magnificent manner that it is almost an insult to the memory of those brave men. The special effect were horrible, I hadn't expected the total failure on the part of the director to appreciate military technology. How can a machine gun which normally fires at the rate of 600 rounds per minute fire at 1/10th the speed? How can soldiers fall forward when a grenade explodes in front of them? How can people survive when there are artillery shells falling as close as 20 feet away? How come the artillery shells fall only on either side of the road and not the road itself?<br /><br />Not only did this disrespect for the weaponry appall me, it was the cliched situations and the incongruity of the dialogues which had me screaming murder. There were the standard dialogues like Ye bhi kisi ka bhai hai, ise laath mat maro and Pakistan se jyaada musalmaan to Hindustaan me hai and LOC cross mat karo ye mera hukum hai. Stupid to say the least.<br /><br />What Shobha De had written is true. The director worked without a script and it shows. There is no flow to the movie. There is no gradual progression from one battle to another. It is just one gunfight after the next with no connection to the overall scheme of the war. The explanatory scenes are awful. The chief of army staff looks unconvincing. To make matters worse the theatre people had indiscriminately cut footage to fit the four hour long movie into 3 hours."""
__label__1	"b""A wonderful surprise of the Spanish cinema. I never thought Jordi Molla could be such a great director, after all, I really don't care much for his choice in movies. However this film was absolutely fantastic and not predictable at all... something I ALWAYS enjoy! It hasn't enjoyed much good press and I really don't think it'll ever be released in the US market. We'll have to content ourselves with the DVD or VHS if even that... I don't want to say much about the story because I don't want to spoil it for you but basically the movie is about a homeless drunk who becomes the new messiah just for kicks and to get some money out of it (like sooooooooooo many), before he knows it he is immerse in a life he was not counting on."""
__label__1	"b'It does come out of left field, and REALLY isn\'t what you\'re expecting. But I love that. The most memorable movie experiences come from being surprised, if you ask me. If you haven\'t been tipped off about the mysterious ""thing"" that makes these brothers so odd...you\'re in for a treat.<br /><br />The cast is fantastic, but not stretching so much that it\'s palpable. The special effects come out of nowhere (seriously, it\'s like an oddly dark romantic comedy until they do -- then WOW) and they\'re great. The overall cinematography is easy on the eyes, the editing and sound are very good quality, and the twisted story unfolds without clich\xc3\xa9s. While none of these aspects individually make it a blockbuster, the ""what the hell?"" factor ALONE makes it a film treasure.<br /><br />The people who bash this movie make no sense. It\'s one of those often-overlooked flicks of the 90\'s that you\'ve either never heard of, or love so much you jump at the mention of its title.<br /><br />I\'m in the latter group.'"
__label__0	"b'Look, I loved the PROPER Anchorman film, but this was reaaaaallly bad. The kind of bad that makes you wish you could get that time back in your life, the kind of bad that makes you think ""what on Earth were they thinking to film this in the first place"", the kind of bad that makes you wish you\'d taken 50 more minutes when stepping into the kitchen to grab a snack during the film, the kind of bad that makes leprosy look fun, the kind of bad that makes you think you wish you rented a Pauly Shore film instead....seriously, I cannot explain how very bad this was.<br /><br />Having said that....there were some semi-amusing laughs, but they are all so much LESS funny than Anchorman. Sure, they tried to make it entertaining and fun, but the entire subplot that was left out of Anchorman that made it here was genuinely left out for a good reason...it wasn\'t even a little bit good.<br /><br />Do yourself a favour (or in the USA, a favor), and don\'t watch this DVD...it will tarnish the good movie that Anchorman is and you don\'t want to do that.<br /><br />Okay...I\'m alright now.'"
__label__1	b'I really enjoyed this movie.I was fifteen when this movie came out and I could relate. This will be a movie I would show my kids to let them know, the feelings they are having are normal. It is funny to see how we could be so devestated by things at such a young age..who knew that we would bounce back....again and again....Great movie!!!!'
__label__0	"b""A truly unpleasant film. While Rick Baker's special effects are quite impressive (if stomach-turning), it has no other redeeming features. Like many 70s movies, it leaves you feeling as if you need to take a long shower, and scrub the slime off of yourself. The characters are uniformly unpleasant, and plot makes no sense."""
__label__0	"b""Pokemon 3 is little more than three or four episodes of the TV series, strung together without the usual commercials. The story is typical of Pokemon (conflict, fighting, and a resolution where all are happy in the end), and there is nothing original or unusual in the animation. Some of the holes in the plot are filled in (over the closing credits!) without explanation, and everything is just a bit too sweet.<br /><br />Why see it on the big screen? The only reason is to be a part of your child's world. Both of my sons enjoy Pokemon, and by my showing an interest in what they like, we are closer. Seeing a film in a theatre is still different than seeing it on the tube, and my sons enjoy the full movie-going experience. I gave the movie a 4, mostly from my children's point of view.<br /><br />"""
__label__1	"b""Firstly let me say that I didn't like the fact that The Rock won the title that is so gay. Next I feel Regal should have got back his European title, Jeff Hardy is a crappy champ. Rob Van Dam had the Intercontinental title too long already Brock should have won it. I am pleased with Storm and Christian being tag champs, best match was the Booker T and Big Show match in my opinion."""
